target_result
1/410:Dimitrios Sampson
4/410:Christos Panagiotakopoulos
10/410 (standby):Polyxeni Pange - Lekka
30/410 (standby):Maria  Virvou
32/410 (standby):Charalambos Vrasidas
44/410:Athanasios Tzimogiannis
48/410 (standby):Anastasios  Oikonomidis
50/410:Symeon Retalis
67/410:Vasileios Komis
71/410 (standby):Ioannis Dimitriadis
72/410 (standby):Thanasis Chatzilakos
78/410 (standby):Charoula Angeli
95/410 (standby):Maria - Aikaterini Satratzemi
102/410 (standby):Nikolaos Avouris
124/410:Anastasios Mikropoulos
135/410 (standby):Charalampos Karagiannidis 
"Metric1:0.14122533748701974, top_19=18.75%, Average Precision:0.22669755818522938, Prize_metric:0.8690993788819876, Reciprocal Rank:1, Coverage:135"
