,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_max_articles,random,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10
Metric1,0.743,0.756,0.645,0.66,0.651,0.654,0.66,0.596,0.638,0.596,0.602,0.607,0.579,0.633,0.594,0.579,0.579,0.602,0.627,0.604,0.61,0.636,0.586,0.667,0.657,0.642,0.697,0.599,0.627,0.645,0.613,0.627,0.613,0.61,0.636,0.627,0.667,0.615,0.596,0.645,0.63,0.645,0.596,0.673,0.618,0.613,0.642,0.687,0.701,0.694,0.712,0.694,0.645,0.683,0.667,0.657,0.663,0.604,0.574,0.599,0.596,0.607,0.604,0.638,0.645,0.633,0.624,0.667,0.596,0.636,0.574,0.581,0.654,0.63,0.636,0.61,0.627,0.636,0.618,0.621,0.621,0.627,0.627,0.596,0.615,0.604,0.613,0.654,0.618,0.596,0.589,0.596,0.642,0.613,0.602,0.604,0.569,0.739,0.66,0.697,0.712,0.697,0.141,0.051,0.072,0.07,0.071,0.07,0.07,0.086,0.099,0.091,0.076,0.075,0.102,0.112,0.099,0.098,0.099,0.107,0.109,0.119,0.116,0.1,0.111,0.113,0.148,0.127,0.134,0.101,0.099,0.099,0.101,0.104,0.087,0.091,0.086,0.089,0.088,0.081,0.076,0.074,0.072,0.072,0.087,0.077,0.072,0.071,0.071,0.081,0.073,0.082,0.077,0.07,0.073,0.073,0.073,0.072,0.067,0.094,0.085,0.084,0.084,0.083,0.101,0.109,0.08,0.099,0.091,0.102,0.102,0.105,0.113,0.111,0.11,0.102,0.141,0.125,0.128,0.106,0.106,0.103,0.102,0.101,0.088,0.088,0.087,0.087,0.087,0.084,0.077,0.075,0.078,0.079,0.083,0.074,0.075,0.074,0.075,0.079,0.08,0.089,0.08,0.07
top_19,0.812,0.938,0.812,0.75,0.812,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.688,0.75,0.688,0.75,0.688,0.75,0.75,0.75,0.75,0.75,0.75,0.812,0.812,0.812,0.812,0.688,0.75,0.75,0.688,0.75,0.75,0.75,0.75,0.688,0.75,0.688,0.812,0.812,0.75,0.75,0.688,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.875,0.75,0.812,0.75,0.75,0.75,0.688,0.688,0.75,0.75,0.75,0.688,0.688,0.75,0.688,0.75,0.75,0.75,0.75,0.688,0.75,0.75,0.75,0.812,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.812,0.75,0.75,0.75,0.75,0.812,0.812,0.812,0.812,0.875,0.875,0.812,0.812,0.812,0.188,,0.188,0.188,0.188,0.188,0.188,0.25,0.312,0.25,0.25,0.25,0.312,0.375,0.25,0.25,0.312,0.312,0.438,0.312,0.312,0.375,0.375,0.312,0.375,0.375,0.375,0.062,0.062,0.062,0.062,0.062,0.188,0.25,0.25,0.25,0.25,0.188,0.25,0.25,0.25,0.25,0.188,0.25,0.25,0.25,0.25,0.25,0.25,0.312,0.312,0.25,0.188,0.188,0.188,0.188,0.062,0.25,0.312,0.188,0.25,0.188,0.312,0.375,0.25,0.25,0.25,0.312,0.375,0.312,0.375,0.375,0.375,0.312,0.375,0.312,0.312,0.062,0.062,0.062,0.062,0.062,0.188,0.188,0.188,0.188,0.188,0.188,0.25,0.25,0.25,0.25,0.188,0.25,0.25,0.25,0.25,0.25,0.312,0.375,0.25,0.25
Average_Precision,0.875,0.857,0.759,0.815,0.769,0.767,0.786,0.749,0.788,0.736,0.742,0.75,0.726,0.803,0.766,0.779,0.768,0.755,0.803,0.764,0.801,0.794,0.749,0.816,0.791,0.792,0.832,0.75,0.755,0.772,0.713,0.756,0.792,0.762,0.783,0.771,0.808,0.796,0.735,0.8,0.789,0.799,0.784,0.806,0.799,0.778,0.792,0.814,0.851,0.826,0.82,0.817,0.78,0.822,0.805,0.788,0.805,0.769,0.738,0.771,0.763,0.782,0.782,0.828,0.807,0.796,0.799,0.799,0.786,0.804,0.784,0.778,0.793,0.783,0.76,0.768,0.801,0.766,0.758,0.755,0.755,0.758,0.799,0.755,0.765,0.757,0.762,0.829,0.757,0.759,0.756,0.763,0.818,0.804,0.793,0.798,0.763,0.855,0.826,0.819,0.842,0.825,0.227,0.063,0.127,0.165,0.143,0.141,0.143,0.16,0.208,0.187,0.154,0.153,0.216,0.263,0.261,0.239,0.266,0.213,0.25,0.306,0.278,0.349,0.19,0.198,0.27,0.285,0.375,0.099,0.095,0.098,0.097,0.103,0.142,0.165,0.256,0.256,0.192,0.172,0.184,0.258,0.204,0.191,0.186,0.191,0.257,0.201,0.174,0.123,0.175,0.256,0.192,0.164,0.111,0.135,0.144,0.142,0.091,0.167,0.189,0.149,0.158,0.169,0.216,0.24,0.169,0.201,0.173,0.193,0.226,0.244,0.236,0.23,0.186,0.172,0.223,0.293,0.256,0.102,0.103,0.1,0.098,0.098,0.142,0.143,0.187,0.143,0.186,0.148,0.172,0.166,0.162,0.169,0.167,0.189,0.166,0.264,0.275,0.11,0.214,0.258,0.25,0.268
prize_metric,0.99,0.991,0.986,0.987,0.986,0.986,0.987,0.983,0.985,0.983,0.983,0.984,0.982,0.985,0.983,0.982,0.982,0.983,0.985,0.984,0.984,0.985,0.983,0.987,0.986,0.986,0.988,0.983,0.985,0.986,0.984,0.985,0.984,0.984,0.985,0.985,0.987,0.984,0.983,0.986,0.985,0.986,0.983,0.987,0.984,0.984,0.986,0.988,0.988,0.988,0.989,0.988,0.986,0.988,0.987,0.986,0.987,0.984,0.982,0.983,0.983,0.984,0.984,0.985,0.986,0.985,0.985,0.987,0.983,0.985,0.982,0.982,0.986,0.985,0.985,0.984,0.985,0.985,0.984,0.985,0.985,0.985,0.985,0.983,0.984,0.984,0.984,0.986,0.984,0.983,0.983,0.983,0.986,0.984,0.983,0.984,0.981,0.99,0.987,0.988,0.989,0.988,0.869,0.6,0.722,0.712,0.715,0.713,0.714,0.769,0.801,0.782,0.738,0.733,0.809,0.828,0.802,0.8,0.802,0.819,0.823,0.839,0.834,0.805,0.827,0.829,0.874,0.85,0.859,0.807,0.803,0.803,0.806,0.812,0.772,0.782,0.771,0.778,0.776,0.754,0.738,0.727,0.719,0.72,0.773,0.741,0.72,0.717,0.716,0.753,0.725,0.757,0.739,0.711,0.725,0.725,0.725,0.722,0.701,0.791,0.766,0.762,0.763,0.76,0.806,0.823,0.751,0.802,0.782,0.808,0.809,0.815,0.829,0.827,0.823,0.808,0.867,0.847,0.852,0.816,0.816,0.81,0.809,0.808,0.774,0.775,0.774,0.773,0.773,0.764,0.739,0.732,0.743,0.749,0.761,0.731,0.733,0.729,0.732,0.748,0.753,0.779,0.75,0.711
Reciprocal_rank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.9155,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,7.0,9.0,6.0,8.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,7.0,7.0,7.0,8.0,8.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
Coverage,30.0,37.0,31.0,33.0,30.0,31.0,31.0,39.0,37.0,35.0,36.0,37.0,39.0,41.0,40.0,47.0,47.0,41.0,43.0,37.0,43.0,39.0,41.0,37.0,33.0,42.0,32.0,35.0,35.0,29.0,30.0,30.0,41.0,39.0,34.0,35.0,34.0,44.0,43.0,38.0,38.0,38.0,42.0,32.0,42.0,41.0,38.0,32.0,33.0,33.0,30.0,35.0,32.0,32.0,31.0,31.0,32.0,39.0,37.0,38.0,39.0,38.0,39.0,39.0,39.0,39.0,40.0,31.0,40.0,37.0,53.0,48.0,32.0,37.0,33.0,45.0,40.0,31.0,32.0,31.0,31.0,31.0,37.0,37.0,35.0,36.0,36.0,40.0,39.0,40.0,39.0,39.0,42.0,44.0,44.0,45.0,47.0,31.0,42.0,34.0,35.0,35.0,135.0,316.28475,202.0,206.0,206.0,203.0,205.0,239.0,219.0,224.0,246.0,247.0,259.0,253.0,249.0,256.0,244.0,250.0,265.0,264.0,270.0,260.0,260.0,242.0,141.0,260.0,229.0,147.0,141.0,140.0,145.0,145.0,171.0,169.0,173.0,182.0,177.0,194.0,203.0,205.0,210.0,204.0,208.0,209.0,225.0,211.0,216.0,229.0,223.0,247.0,234.0,227.0,200.0,201.0,198.0,199.0,201.0,236.0,213.0,210.0,214.0,239.0,256.0,252.0,243.0,240.0,238.0,243.0,266.0,253.0,254.0,242.0,256.0,234.0,138.0,273.0,226.0,151.0,145.0,143.0,139.0,147.0,167.0,166.0,166.0,168.0,166.0,187.0,206.0,207.0,203.0,201.0,209.0,202.0,216.0,218.0,217.0,229.0,225.0,243.0,243.0,239.0
top_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
