,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10,random,scibert_mean,scibert_max_articles
Metric1,0.75,0.778,0.778,0.778,0.778,0.778,0.778,0.636,0.75,0.778,0.778,0.778,0.724,0.677,0.724,0.656,0.75,0.778,0.75,0.677,0.677,0.724,0.724,0.75,0.778,0.7,0.7,0.75,0.677,0.778,0.778,0.7,0.75,0.7,0.75,0.75,0.724,0.778,0.724,0.724,0.724,0.7,0.778,0.724,0.778,0.778,0.7,0.778,0.724,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.636,0.7,0.677,0.75,0.75,0.778,0.724,0.724,0.724,0.75,0.75,0.75,0.656,0.656,0.677,0.677,0.75,0.724,0.656,0.724,0.778,0.778,0.778,0.778,0.778,0.724,0.75,0.75,0.778,0.75,0.724,0.636,0.7,0.7,0.7,0.75,0.636,0.677,0.724,0.7,0.75,0.724,0.7,0.778,0.724,0.636,0.656,0.618,0.618,0.618,0.512,0.512,0.538,0.467,0.467,0.512,0.525,0.538,0.477,0.5,0.568,0.525,0.538,0.477,0.5,0.583,0.538,0.636,0.512,0.525,0.568,0.568,0.553,0.538,0.583,0.467,0.447,0.447,0.457,0.467,0.488,0.447,0.457,0.512,0.5,0.488,0.525,0.538,0.553,0.568,0.553,0.568,0.538,0.553,0.6,0.636,0.636,0.636,0.656,0.6,0.512,0.512,0.488,0.512,0.488,0.512,0.525,0.525,0.525,0.525,0.568,0.525,0.525,0.525,0.525,0.568,0.553,0.656,0.568,0.568,0.583,0.553,0.538,0.553,0.6,0.457,0.438,0.447,0.457,0.447,0.467,0.438,0.438,0.438,0.429,0.457,0.457,0.467,0.512,0.477,0.568,0.525,0.538,0.553,0.512,0.602,0.656,0.636
top_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.833,0.833,0.833,0.667,0.667,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.667,0.667,0.667,0.833,0.833,0.667,0.667,0.833,0.833,0.833,0.833,0.667,0.667,0.833,0.833,0.667,0.833,0.667,0.833,1.0,1.0,1.0,1.0,1.0,0.833,0.833,0.667,0.833,0.667,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,1.0,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.667,0.667,0.667,0.833,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.833,1.0,0.833,0.833,0.833,0.667,,0.833,1.0
Average_Precision,0.717,0.735,0.735,0.735,0.735,0.735,0.735,0.63,0.717,0.735,0.735,0.735,0.697,0.661,0.697,0.646,0.717,0.735,0.717,0.668,0.668,0.703,0.703,0.717,0.735,0.675,0.683,0.717,0.65,0.735,0.735,0.675,0.717,0.675,0.717,0.717,0.697,0.735,0.697,0.703,0.703,0.683,0.735,0.697,0.735,0.735,0.683,0.735,0.703,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.63,0.675,0.65,0.717,0.717,0.735,0.697,0.697,0.697,0.717,0.717,0.717,0.657,0.646,0.668,0.661,0.717,0.703,0.646,0.697,0.735,0.735,0.735,0.735,0.735,0.697,0.717,0.717,0.735,0.717,0.697,0.63,0.683,0.683,0.683,0.717,0.63,0.661,0.703,0.675,0.717,0.697,0.675,0.735,0.697,0.621,0.646,0.605,0.605,0.605,0.572,0.572,0.593,0.437,0.437,0.572,0.581,0.593,0.447,0.472,0.616,0.581,0.593,0.447,0.472,0.554,0.6,0.676,0.482,0.496,0.545,0.549,0.538,0.51,0.554,0.435,0.418,0.418,0.426,0.435,0.456,0.418,0.426,0.497,0.486,0.456,0.514,0.552,0.577,0.586,0.54,0.647,0.526,0.577,0.607,0.621,0.621,0.621,0.636,0.577,0.572,0.572,0.553,0.572,0.551,0.572,0.581,0.581,0.581,0.581,0.616,0.581,0.581,0.581,0.581,0.538,0.609,0.622,0.616,0.616,0.57,0.527,0.51,0.527,0.582,0.426,0.409,0.418,0.427,0.418,0.437,0.408,0.409,0.408,0.4,0.428,0.428,0.442,0.579,0.449,0.544,0.588,0.534,0.617,0.508,0.641,0.657,0.608
prize_metric,0.904,0.911,0.911,0.911,0.911,0.911,0.911,0.867,0.904,0.911,0.911,0.911,0.896,0.881,0.896,0.874,0.904,0.911,0.904,0.881,0.881,0.896,0.896,0.904,0.911,0.889,0.889,0.904,0.881,0.911,0.911,0.889,0.904,0.889,0.904,0.904,0.896,0.911,0.896,0.896,0.896,0.889,0.911,0.896,0.911,0.911,0.889,0.911,0.896,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.911,0.867,0.889,0.881,0.904,0.904,0.911,0.896,0.896,0.896,0.904,0.904,0.904,0.874,0.874,0.881,0.881,0.904,0.896,0.874,0.896,0.911,0.911,0.911,0.911,0.911,0.896,0.904,0.904,0.911,0.904,0.896,0.867,0.889,0.889,0.889,0.904,0.867,0.881,0.896,0.889,0.904,0.896,0.889,0.911,0.896,0.867,0.874,0.859,0.859,0.859,0.807,0.807,0.822,0.778,0.778,0.807,0.815,0.822,0.785,0.8,0.837,0.815,0.822,0.785,0.8,0.844,0.822,0.867,0.807,0.815,0.837,0.837,0.83,0.822,0.844,0.778,0.763,0.763,0.77,0.778,0.793,0.763,0.77,0.807,0.8,0.793,0.815,0.822,0.83,0.837,0.83,0.837,0.822,0.83,0.852,0.867,0.867,0.867,0.874,0.852,0.807,0.807,0.793,0.807,0.793,0.807,0.815,0.815,0.815,0.815,0.837,0.815,0.815,0.815,0.815,0.837,0.83,0.874,0.837,0.837,0.844,0.83,0.822,0.83,0.852,0.77,0.756,0.763,0.77,0.763,0.778,0.756,0.756,0.756,0.748,0.77,0.77,0.778,0.807,0.785,0.837,0.815,0.822,0.83,0.807,0.846,0.874,0.867
Reciprocal_rank,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.70725,2.0,2.0
Coverage,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,7.0,8.0,7.0,7.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,9.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,11.0,10.25225,10.0,9.0
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
