,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_max_articles,random,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10
Metric1,0.077,0.091,0.063,0.062,0.062,0.061,0.073,0.053,0.053,0.055,0.058,0.055,0.064,0.048,0.058,0.055,0.05,0.064,0.079,0.053,0.063,0.057,0.081,0.072,0.088,0.065,0.073,0.082,0.078,0.062,0.08,0.073,0.062,0.058,0.056,0.061,0.058,0.069,0.061,0.054,0.059,0.056,0.066,0.061,0.071,0.057,0.095,0.102,0.083,0.107,0.113,0.1,0.063,0.062,0.064,0.061,0.062,0.053,0.051,0.05,0.053,0.056,0.064,0.054,0.057,0.06,0.054,0.088,0.057,0.052,0.066,0.055,0.091,0.093,0.067,0.09,0.079,0.073,0.073,0.071,0.072,0.072,0.06,0.062,0.062,0.064,0.06,0.068,0.067,0.061,0.061,0.063,0.068,0.058,0.06,0.062,0.077,0.106,0.076,0.094,0.114,0.121,0.04,0.02,0.041,0.038,0.038,0.038,0.039,0.04,0.04,0.038,0.04,0.038,0.035,0.043,0.031,0.032,0.038,0.04,0.041,0.037,0.036,0.038,0.034,0.039,0.036,0.035,0.033,0.042,0.042,0.04,0.04,0.039,0.038,0.04,0.039,0.034,0.033,0.04,0.039,0.04,0.046,0.044,0.044,0.049,0.043,0.044,0.042,0.043,0.045,0.04,0.038,0.039,0.04,0.039,0.04,0.04,0.039,0.04,0.04,0.042,0.041,0.037,0.036,0.043,0.033,0.039,0.033,0.036,0.04,0.037,0.037,0.039,0.032,0.038,0.035,0.036,0.034,0.041,0.041,0.041,0.04,0.04,0.034,0.036,0.037,0.035,0.036,0.039,0.032,0.046,0.039,0.046,0.044,0.038,0.046,0.046,0.046,0.044,0.044,0.042,0.041,0.043
top_9,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.571,0.571,0.429,0.571,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.571,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.571,0.429,0.429,0.571,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.571,0.571,0.571,0.571,0.571,0.429,0.429,0.429,0.571,0.429,0.429,0.429,0.429,0.429,0.714,0.714,0.429,0.429,0.571,0.571,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.429,0.571,0.429,0.429,0.429,0.571,0.429,0.429,0.429,0.429,0.571,0.571,0.429,0.571,0.571,0.143,,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.286,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143
Average_Precision,0.49,0.507,0.42,0.423,0.42,0.421,0.387,0.468,0.446,0.424,0.465,0.411,0.521,0.313,0.424,0.417,0.451,0.474,0.341,0.344,0.414,0.404,0.544,0.329,0.427,0.419,0.367,0.398,0.385,0.371,0.383,0.365,0.407,0.397,0.399,0.401,0.404,0.519,0.473,0.385,0.386,0.469,0.469,0.475,0.423,0.337,0.528,0.464,0.383,0.471,0.493,0.54,0.422,0.423,0.421,0.42,0.422,0.481,0.435,0.436,0.43,0.427,0.437,0.337,0.437,0.468,0.411,0.502,0.359,0.429,0.483,0.488,0.527,0.415,0.385,0.497,0.526,0.359,0.36,0.359,0.361,0.362,0.471,0.399,0.482,0.404,0.403,0.537,0.532,0.471,0.434,0.44,0.511,0.414,0.411,0.43,0.463,0.485,0.379,0.455,0.618,0.479,0.178,0.03,0.209,0.203,0.204,0.202,0.206,0.211,0.203,0.206,0.204,0.208,0.128,0.107,0.125,0.197,0.201,0.195,0.105,0.13,0.191,0.203,0.187,0.096,0.123,0.187,0.113,0.177,0.177,0.175,0.176,0.174,0.188,0.213,0.211,0.193,0.184,0.128,0.214,0.21,0.157,0.212,0.128,0.15,0.147,0.152,0.138,0.096,0.208,0.106,0.134,0.127,0.201,0.202,0.204,0.203,0.204,0.207,0.205,0.207,0.208,0.207,0.127,0.109,0.125,0.129,0.124,0.122,0.102,0.128,0.123,0.129,0.183,0.12,0.188,0.186,0.182,0.176,0.176,0.176,0.175,0.175,0.17,0.192,0.192,0.191,0.19,0.133,0.191,0.216,0.196,0.215,0.131,0.132,0.142,0.217,0.212,0.1,0.223,0.205,0.128,0.133
prize_metric,0.879,0.899,0.851,0.847,0.847,0.846,0.873,0.82,0.823,0.827,0.837,0.828,0.854,0.8,0.838,0.827,0.811,0.853,0.882,0.82,0.85,0.835,0.886,0.87,0.895,0.854,0.872,0.887,0.881,0.849,0.885,0.871,0.848,0.837,0.832,0.847,0.835,0.865,0.846,0.824,0.84,0.83,0.857,0.846,0.869,0.833,0.902,0.91,0.889,0.915,0.92,0.908,0.851,0.848,0.853,0.845,0.847,0.821,0.813,0.811,0.819,0.83,0.854,0.826,0.834,0.843,0.826,0.896,0.834,0.817,0.857,0.827,0.899,0.901,0.859,0.898,0.883,0.872,0.873,0.868,0.87,0.869,0.843,0.848,0.849,0.854,0.841,0.861,0.859,0.846,0.846,0.85,0.863,0.837,0.842,0.848,0.877,0.914,0.878,0.902,0.921,0.925,0.763,0.498,0.766,0.745,0.744,0.747,0.748,0.756,0.755,0.745,0.758,0.745,0.722,0.775,0.691,0.695,0.747,0.758,0.763,0.74,0.728,0.744,0.713,0.752,0.728,0.72,0.709,0.771,0.768,0.758,0.76,0.752,0.746,0.76,0.754,0.713,0.704,0.758,0.753,0.758,0.791,0.777,0.783,0.804,0.774,0.781,0.771,0.774,0.786,0.756,0.744,0.749,0.756,0.751,0.757,0.756,0.755,0.757,0.759,0.767,0.766,0.738,0.727,0.777,0.705,0.751,0.702,0.731,0.76,0.739,0.741,0.752,0.7,0.747,0.726,0.729,0.715,0.764,0.763,0.764,0.76,0.756,0.711,0.727,0.734,0.723,0.726,0.755,0.695,0.79,0.751,0.79,0.782,0.743,0.791,0.789,0.789,0.783,0.782,0.773,0.762,0.777
Reciprocal_rank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,52.87275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0
Coverage,220.0,206.0,231.0,254.0,240.0,263.0,249.0,268.0,267.0,242.0,271.0,258.0,270.0,276.0,252.0,282.0,271.0,277.0,182.0,302.0,201.0,191.0,196.0,194.0,158.0,216.0,224.0,218.0,225.0,255.0,219.0,256.0,225.0,222.0,264.0,224.0,259.0,222.0,230.0,279.0,244.0,268.0,231.0,235.0,168.0,278.0,177.0,145.0,246.0,178.0,156.0,194.0,239.0,256.0,239.0,260.0,253.0,256.0,281.0,293.0,286.0,277.0,280.0,284.0,272.0,252.0,289.0,236.0,296.0,300.0,197.0,285.0,203.0,173.0,176.0,141.0,194.0,247.0,248.0,260.0,256.0,257.0,243.0,246.0,265.0,238.0,268.0,233.0,228.0,235.0,244.0,240.0,222.0,247.0,246.0,196.0,156.0,155.0,246.0,178.0,173.0,145.0,236.0,361.1385,210.0,238.0,243.0,233.0,236.0,281.0,276.0,306.0,278.0,307.0,307.0,313.0,313.0,314.0,316.0,313.0,326.0,329.0,311.0,324.0,313.0,336.0,338.0,329.0,330.0,154.0,163.0,177.0,175.0,170.0,189.0,212.0,224.0,223.0,216.0,225.0,253.0,241.0,258.0,263.0,240.0,247.0,260.0,254.0,256.0,216.0,246.0,267.0,300.0,272.0,219.0,235.0,229.0,229.0,230.0,274.0,271.0,261.0,264.0,267.0,298.0,307.0,294.0,306.0,306.0,312.0,324.0,317.0,308.0,318.0,314.0,341.0,338.0,334.0,332.0,157.0,154.0,154.0,155.0,157.0,200.0,202.0,191.0,206.0,204.0,233.0,258.0,250.0,250.0,257.0,251.0,254.0,240.0,249.0,249.0,209.0,255.0,256.0,261.0,248.0
top_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
