,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10,random,scibert_mean,scibert_max_articles
Metric1,0.688,0.724,0.705,0.696,0.724,0.647,0.663,0.797,0.679,0.625,0.604,0.671,0.724,0.655,0.647,0.585,0.655,0.743,0.663,0.585,0.519,0.714,0.743,0.632,0.64,0.591,0.724,0.625,0.647,0.679,0.714,0.688,0.632,0.625,0.625,0.663,0.618,0.604,0.604,0.632,0.632,0.579,0.611,0.64,0.519,0.64,0.585,0.647,0.733,0.539,0.663,0.618,0.64,0.679,0.663,0.688,0.671,0.833,0.786,0.671,0.663,0.671,0.786,0.604,0.611,0.647,0.733,0.764,0.632,0.545,0.573,0.585,0.775,0.585,0.598,0.64,0.671,0.611,0.604,0.611,0.604,0.591,0.696,0.679,0.655,0.671,0.655,0.618,0.679,0.64,0.655,0.618,0.655,0.647,0.611,0.618,0.591,0.655,0.733,0.529,0.585,0.524,0.423,0.42,0.43,0.426,0.423,0.534,0.534,0.534,0.491,0.495,0.519,0.55,0.509,0.487,0.519,0.529,0.524,0.514,0.482,0.514,0.482,0.491,0.514,0.495,0.556,0.474,0.505,0.545,0.55,0.509,0.478,0.5,0.556,0.55,0.561,0.519,0.451,0.474,0.519,0.514,0.478,0.505,0.491,0.495,0.491,0.491,0.514,0.474,0.474,0.487,0.44,0.44,0.437,0.44,0.426,0.534,0.545,0.524,0.534,0.561,0.529,0.545,0.539,0.539,0.539,0.534,0.534,0.539,0.519,0.524,0.514,0.539,0.534,0.539,0.55,0.514,0.495,0.491,0.495,0.505,0.458,0.491,0.47,0.509,0.5,0.505,0.437,0.44,0.433,0.466,0.509,0.458,0.491,0.505,0.474,0.487,0.482,0.462,0.474,0.462,0.431,0.539,0.534
top_12,0.9,0.9,0.9,0.9,0.9,0.8,0.9,1.0,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.7,0.7,0.9,0.8,0.7,0.6,0.8,0.9,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.6,0.8,0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.9,0.7,0.8,0.8,0.8,0.9,0.8,0.7,0.6,0.7,0.9,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.7,0.8,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.6,0.8,0.7,0.5,0.5,0.4,0.4,0.4,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.5,,0.8,0.8
Average_Precision,0.779,0.811,0.836,0.806,0.848,0.76,0.787,0.87,0.773,0.749,0.718,0.81,0.816,0.768,0.714,0.666,0.77,0.82,0.773,0.644,0.6,0.835,0.807,0.764,0.722,0.71,0.829,0.723,0.731,0.787,0.848,0.82,0.732,0.695,0.65,0.739,0.667,0.659,0.689,0.681,0.633,0.63,0.675,0.707,0.568,0.711,0.642,0.765,0.844,0.628,0.803,0.732,0.788,0.815,0.802,0.82,0.807,0.913,0.872,0.799,0.803,0.806,0.877,0.708,0.714,0.768,0.83,0.786,0.724,0.608,0.715,0.653,0.847,0.71,0.715,0.798,0.806,0.719,0.712,0.714,0.71,0.695,0.819,0.735,0.708,0.723,0.708,0.605,0.691,0.653,0.659,0.644,0.688,0.696,0.676,0.676,0.614,0.784,0.868,0.651,0.707,0.609,0.43,0.42,0.451,0.448,0.444,0.639,0.636,0.623,0.545,0.544,0.621,0.645,0.602,0.533,0.577,0.627,0.594,0.604,0.483,0.575,0.469,0.56,0.577,0.493,0.618,0.482,0.507,0.558,0.56,0.516,0.538,0.55,0.629,0.621,0.631,0.588,0.502,0.529,0.583,0.578,0.533,0.571,0.533,0.537,0.585,0.563,0.644,0.546,0.543,0.607,0.446,0.446,0.443,0.448,0.449,0.628,0.672,0.661,0.628,0.695,0.631,0.634,0.632,0.632,0.632,0.634,0.621,0.623,0.611,0.615,0.577,0.624,0.619,0.601,0.599,0.525,0.503,0.495,0.498,0.513,0.475,0.547,0.518,0.572,0.557,0.564,0.497,0.497,0.492,0.531,0.569,0.523,0.551,0.599,0.528,0.555,0.582,0.509,0.554,0.539,0.47,0.528,0.604
prize_metric,0.829,0.849,0.839,0.834,0.849,0.805,0.815,0.883,0.824,0.79,0.776,0.82,0.849,0.81,0.805,0.761,0.81,0.859,0.815,0.761,0.702,0.844,0.859,0.795,0.8,0.766,0.849,0.79,0.805,0.824,0.844,0.829,0.795,0.79,0.79,0.815,0.785,0.776,0.776,0.795,0.795,0.756,0.78,0.8,0.702,0.8,0.761,0.805,0.854,0.722,0.815,0.785,0.8,0.824,0.815,0.829,0.82,0.898,0.878,0.82,0.815,0.82,0.878,0.776,0.78,0.805,0.854,0.868,0.795,0.727,0.751,0.761,0.873,0.761,0.771,0.8,0.82,0.78,0.776,0.78,0.776,0.766,0.834,0.824,0.81,0.82,0.81,0.785,0.824,0.8,0.81,0.785,0.81,0.805,0.78,0.785,0.766,0.81,0.854,0.712,0.761,0.707,0.541,0.535,0.551,0.546,0.541,0.686,0.686,0.686,0.638,0.643,0.67,0.703,0.659,0.632,0.67,0.681,0.676,0.665,0.627,0.665,0.627,0.638,0.665,0.643,0.708,0.616,0.654,0.697,0.703,0.659,0.622,0.649,0.708,0.703,0.714,0.67,0.584,0.616,0.67,0.665,0.622,0.654,0.638,0.643,0.638,0.638,0.665,0.616,0.616,0.632,0.568,0.568,0.562,0.568,0.546,0.686,0.697,0.676,0.686,0.714,0.681,0.697,0.692,0.692,0.692,0.686,0.686,0.692,0.67,0.676,0.665,0.692,0.686,0.692,0.703,0.665,0.643,0.638,0.643,0.654,0.595,0.638,0.611,0.659,0.649,0.654,0.562,0.568,0.557,0.605,0.659,0.595,0.638,0.654,0.616,0.632,0.627,0.6,0.616,0.6,0.585,0.722,0.717
Reciprocal_rank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3705,4.0,1.0
Coverage,21.0,21.0,21.0,21.0,21.0,21.0,22.0,13.0,17.0,22.0,22.0,22.0,15.0,18.0,17.0,18.0,17.0,14.0,18.0,17.0,18.0,18.0,14.0,21.0,19.0,19.0,20.0,23.0,24.0,23.0,23.0,23.0,20.0,21.0,20.0,21.0,20.0,16.0,21.0,17.0,17.0,20.0,18.0,19.0,18.0,20.0,19.0,17.0,17.0,21.0,21.0,19.0,21.0,21.0,21.0,21.0,21.0,14.0,15.0,20.0,20.0,19.0,17.0,18.0,20.0,20.0,15.0,15.0,19.0,19.0,19.0,18.0,16.0,20.0,18.0,21.0,19.0,24.0,24.0,24.0,23.0,24.0,19.0,18.0,18.0,18.0,18.0,16.0,17.0,19.0,17.0,18.0,17.0,17.0,18.0,18.0,18.0,17.0,20.0,21.0,21.0,20.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.6495,24.0,24.0
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
