,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10,random,scibert_mean,scibert_max_articles
Metric1,0.643,0.75,0.726,0.75,0.789,0.833,0.776,0.682,0.738,0.818,0.789,0.776,0.703,0.738,0.833,0.763,0.804,0.75,0.738,0.804,0.692,0.738,0.672,0.804,0.818,0.714,0.726,0.692,0.692,0.75,0.75,0.682,0.682,0.692,0.682,0.692,0.692,0.703,0.652,0.692,0.726,0.662,0.692,0.672,0.703,0.714,0.692,0.763,0.703,0.692,0.738,0.75,0.763,0.75,0.763,0.75,0.75,0.672,0.726,0.714,0.763,0.776,0.738,0.738,0.763,0.789,0.776,0.652,0.763,0.714,0.714,0.692,0.634,0.833,0.789,0.692,0.738,0.738,0.726,0.738,0.738,0.738,0.682,0.682,0.692,0.738,0.726,0.714,0.652,0.662,0.662,0.662,0.714,0.672,0.672,0.672,0.652,0.714,0.652,0.682,0.672,0.672,0.45,0.484,0.441,0.455,0.45,0.536,0.523,0.584,0.5,0.506,0.57,0.616,0.6,0.556,0.577,0.6,0.608,0.6,0.556,0.584,0.643,0.616,0.608,0.584,0.625,0.5,0.511,0.511,0.517,0.549,0.433,0.437,0.405,0.398,0.437,0.459,0.429,0.402,0.464,0.474,0.506,0.469,0.455,0.484,0.542,0.511,0.542,0.517,0.489,0.523,0.455,0.455,0.45,0.45,0.417,0.523,0.511,0.469,0.523,0.469,0.542,0.616,0.616,0.616,0.616,0.592,0.592,0.616,0.616,0.625,0.625,0.643,0.672,0.662,0.672,0.506,0.489,0.495,0.489,0.489,0.464,0.511,0.506,0.469,0.489,0.469,0.459,0.446,0.441,0.474,0.45,0.45,0.464,0.489,0.474,0.433,0.517,0.495,0.484,0.469,0.425,0.529,0.616
top_11,0.778,0.889,0.889,1.0,1.0,1.0,1.0,0.889,0.889,1.0,1.0,1.0,0.889,0.889,1.0,1.0,1.0,0.889,0.778,0.889,0.778,0.889,0.778,1.0,1.0,0.778,0.889,0.889,0.889,0.889,1.0,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.778,0.889,0.889,0.889,0.778,0.889,0.889,0.889,0.889,1.0,0.889,0.778,0.889,0.889,1.0,1.0,1.0,1.0,1.0,0.778,0.889,1.0,1.0,1.0,0.889,0.889,1.0,1.0,1.0,0.778,0.889,0.778,0.778,0.778,0.778,0.889,0.889,0.778,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,1.0,0.889,0.889,0.889,0.889,0.889,1.0,0.889,0.889,0.889,0.889,0.889,0.778,0.889,0.889,0.889,0.556,0.667,0.667,0.667,0.556,0.556,0.556,0.778,0.556,0.556,0.667,0.667,0.778,0.667,0.667,0.667,0.667,0.778,0.667,0.667,0.778,0.778,0.778,0.667,0.667,0.667,0.778,0.667,0.667,0.778,0.556,0.556,0.556,0.556,0.667,0.667,0.556,0.444,0.556,0.556,0.667,0.556,0.444,0.556,0.667,0.778,0.667,0.556,0.444,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.444,0.556,0.556,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.667,0.778,0.778,0.778,0.778,0.667,0.778,0.667,0.667,0.667,0.667,0.667,0.667,0.778,0.778,0.667,0.667,0.667,0.556,0.556,0.556,0.667,0.556,0.556,0.556,0.556,0.556,0.556,0.667,0.556,0.556,0.444,,0.556,0.778
Average_Precision,0.682,0.736,0.749,0.764,0.8,0.832,0.786,0.719,0.764,0.822,0.8,0.786,0.74,0.817,0.862,0.831,0.837,0.783,0.824,0.868,0.798,0.821,0.751,0.844,0.879,0.833,0.812,0.731,0.731,0.772,0.764,0.705,0.726,0.731,0.726,0.726,0.742,0.745,0.709,0.745,0.77,0.725,0.738,0.752,0.762,0.774,0.752,0.736,0.782,0.788,0.817,0.833,0.779,0.764,0.779,0.764,0.764,0.719,0.762,0.765,0.784,0.786,0.769,0.814,0.808,0.829,0.835,0.704,0.829,0.818,0.824,0.803,0.696,0.895,0.87,0.791,0.783,0.767,0.759,0.767,0.767,0.767,0.726,0.726,0.763,0.799,0.78,0.773,0.706,0.725,0.725,0.718,0.782,0.737,0.742,0.731,0.706,0.769,0.733,0.786,0.755,0.785,0.554,0.632,0.492,0.558,0.554,0.733,0.727,0.743,0.643,0.692,0.75,0.795,0.748,0.699,0.769,0.764,0.753,0.748,0.699,0.772,0.747,0.758,0.754,0.713,0.792,0.522,0.507,0.531,0.533,0.566,0.478,0.411,0.379,0.374,0.411,0.51,0.475,0.452,0.572,0.577,0.549,0.576,0.596,0.64,0.713,0.619,0.717,0.621,0.633,0.708,0.559,0.559,0.559,0.559,0.466,0.691,0.686,0.649,0.691,0.605,0.697,0.761,0.761,0.761,0.761,0.742,0.725,0.761,0.761,0.766,0.74,0.806,0.77,0.775,0.78,0.512,0.484,0.506,0.486,0.484,0.437,0.552,0.546,0.438,0.526,0.514,0.502,0.487,0.483,0.517,0.492,0.494,0.566,0.635,0.57,0.509,0.659,0.641,0.647,0.63,0.467,0.656,0.652
prize_metric,0.82,0.873,0.862,0.873,0.889,0.905,0.884,0.841,0.868,0.899,0.889,0.884,0.852,0.868,0.905,0.878,0.894,0.873,0.868,0.894,0.847,0.868,0.836,0.894,0.899,0.857,0.862,0.847,0.847,0.873,0.873,0.841,0.841,0.847,0.841,0.847,0.847,0.852,0.825,0.847,0.862,0.831,0.847,0.836,0.852,0.857,0.847,0.878,0.852,0.847,0.868,0.873,0.878,0.873,0.878,0.873,0.873,0.836,0.862,0.857,0.878,0.884,0.868,0.868,0.878,0.889,0.884,0.825,0.878,0.857,0.857,0.847,0.815,0.905,0.889,0.847,0.868,0.868,0.862,0.868,0.868,0.868,0.841,0.841,0.847,0.868,0.862,0.857,0.825,0.831,0.831,0.831,0.857,0.836,0.836,0.836,0.825,0.857,0.825,0.841,0.836,0.836,0.644,0.683,0.633,0.65,0.644,0.733,0.722,0.772,0.7,0.706,0.761,0.794,0.783,0.75,0.767,0.783,0.789,0.783,0.75,0.772,0.811,0.794,0.789,0.772,0.8,0.7,0.711,0.711,0.717,0.744,0.622,0.628,0.583,0.572,0.628,0.656,0.617,0.578,0.661,0.672,0.706,0.667,0.65,0.683,0.739,0.711,0.739,0.717,0.689,0.722,0.65,0.65,0.644,0.644,0.6,0.722,0.711,0.667,0.722,0.667,0.739,0.794,0.794,0.794,0.794,0.778,0.778,0.794,0.794,0.8,0.8,0.811,0.828,0.822,0.828,0.706,0.689,0.694,0.689,0.689,0.661,0.711,0.706,0.667,0.689,0.667,0.656,0.639,0.633,0.672,0.644,0.644,0.661,0.689,0.672,0.622,0.717,0.694,0.683,0.667,0.618,0.741,0.804
Reciprocal_rank,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.36625,1.0,2.0
Coverage,15.0,14.0,13.0,12.0,11.0,11.0,11.0,14.0,13.0,11.0,11.0,11.0,13.0,14.0,12.0,12.0,11.0,13.0,14.0,14.0,15.0,14.0,16.0,12.0,12.0,15.0,14.0,14.0,14.0,13.0,12.0,13.0,15.0,14.0,16.0,14.0,13.0,15.0,15.0,13.0,13.0,15.0,14.0,15.0,13.0,14.0,13.0,12.0,15.0,15.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,14.0,13.0,12.0,12.0,11.0,13.0,13.0,12.0,12.0,12.0,14.0,13.0,14.0,15.0,14.0,15.0,13.0,13.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,12.0,13.0,13.0,14.0,14.0,13.0,12.0,13.0,14.0,13.0,13.0,13.0,15.0,17.0,16.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,19.0,21.0,19.0,21.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,19.0,15.0,19.0,20.0,18.0,19.0,20.0,19.0,20.0,19.0,20.0,20.0,19.0,20.0,21.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0,21.0,20.0,21.0,20.0,21.0,21.0,19.0,18.0,21.0,20.0,20.0,21.0,21.0,21.0,19.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,14.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,18.0,21.0,21.0,20.0,21.0,21.0,21.64225,18.0,18.0
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
