,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_max_articles,random,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10,scibert_mean
Metric1,0.101,0.079,0.083,0.092,0.099,0.087,0.097,0.093,0.096,0.094,0.09,0.091,0.094,0.11,0.099,0.097,0.093,0.092,0.114,0.097,0.094,0.094,0.086,0.125,0.076,0.077,0.073,0.075,0.071,0.075,0.079,0.08,0.071,0.07,0.07,0.072,0.075,0.071,0.069,0.07,0.076,0.07,0.069,0.068,0.077,0.085,0.071,0.069,0.07,0.079,0.079,0.078,0.08,0.083,0.085,0.086,0.085,0.089,0.085,0.073,0.088,0.076,0.087,0.098,0.094,0.1,0.095,0.089,0.085,0.084,0.084,0.089,0.092,0.099,0.079,0.08,0.078,0.076,0.077,0.076,0.077,0.077,0.071,0.081,0.077,0.077,0.078,0.074,0.089,0.079,0.08,0.08,0.078,0.079,0.081,0.08,0.079,0.072,0.071,0.083,0.089,0.079,0.05,0.033,0.059,0.056,0.062,0.058,0.058,0.049,0.053,0.048,0.048,0.048,0.045,0.049,0.05,0.05,0.049,0.053,0.048,0.047,0.048,0.047,0.051,0.049,0.045,0.045,0.048,0.074,0.07,0.074,0.068,0.068,0.064,0.06,0.069,0.063,0.06,0.059,0.053,0.058,0.057,0.056,0.057,0.053,0.054,0.053,0.052,0.052,0.05,0.06,0.058,0.054,0.057,0.059,0.06,0.059,0.06,0.049,0.049,0.05,0.049,0.05,0.052,0.049,0.05,0.052,0.049,0.051,0.048,0.047,0.046,0.048,0.05,0.048,0.045,0.045,0.047,0.073,0.074,0.072,0.072,0.072,0.066,0.065,0.06,0.062,0.063,0.063,0.054,0.056,0.056,0.055,0.058,0.053,0.057,0.052,0.054,0.056,0.052,0.054,0.051,0.054,0.013
top_15,0.25,0.167,0.25,0.25,0.167,0.167,0.25,0.333,0.167,0.167,0.083,0.167,0.333,0.25,0.333,0.25,0.167,0.417,0.25,0.333,0.25,0.25,0.333,0.333,0.333,0.25,0.333,0.167,0.083,0.083,0.167,0.167,0.25,0.167,0.167,0.167,0.167,0.25,0.167,0.167,0.083,0.083,0.167,0.167,0.25,0.167,0.083,0.167,0.333,0.417,0.25,0.083,0.25,0.25,0.25,0.25,0.25,0.333,0.25,0.167,0.167,0.25,0.333,0.25,0.167,0.333,0.417,0.333,0.333,0.333,0.333,0.333,0.417,0.333,0.333,0.417,0.417,0.167,0.167,0.167,0.167,0.167,0.167,0.25,0.25,0.25,0.25,0.25,0.333,0.25,0.25,0.25,0.25,0.25,0.25,0.333,0.333,0.167,0.25,0.417,0.333,0.333,0.167,,0.167,0.167,0.25,0.333,0.25,0.167,0.25,0.333,0.25,0.167,0.167,0.167,0.333,0.333,0.333,0.333,0.167,0.333,0.25,0.25,0.333,0.167,0.333,0.25,0.333,0.417,0.333,0.417,0.417,0.417,0.417,0.417,0.333,0.333,0.333,0.417,0.417,0.417,0.417,0.417,0.333,0.333,0.333,0.333,0.25,0.333,0.25,0.333,0.333,0.333,0.25,0.25,0.25,0.25,0.25,0.333,0.333,0.333,0.333,0.333,0.333,0.25,0.333,0.417,0.25,0.417,0.25,0.333,0.25,0.333,0.25,0.25,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.417,0.417,0.417,0.417,0.417,0.417,0.333,0.333,0.333,0.333,0.417,0.25,0.25,0.333,0.417,0.333,0.25,0.25,0.25,0.333,
Average_Precision,0.245,0.117,0.14,0.15,0.163,0.15,0.164,0.277,0.122,0.193,0.123,0.132,0.302,0.225,0.238,0.182,0.128,0.282,0.27,0.253,0.24,0.218,0.239,0.318,0.27,0.149,0.298,0.145,0.115,0.099,0.131,0.144,0.217,0.12,0.12,0.107,0.101,0.206,0.116,0.135,0.124,0.093,0.191,0.14,0.248,0.214,0.168,0.177,0.155,0.309,0.238,0.182,0.124,0.141,0.132,0.131,0.13,0.33,0.168,0.121,0.187,0.217,0.322,0.149,0.136,0.179,0.238,0.306,0.245,0.257,0.295,0.311,0.281,0.288,0.327,0.278,0.366,0.119,0.132,0.129,0.131,0.129,0.123,0.15,0.166,0.158,0.183,0.224,0.196,0.19,0.157,0.153,0.2,0.242,0.214,0.197,0.197,0.191,0.154,0.271,0.293,0.261,0.115,0.043,0.188,0.114,0.123,0.135,0.124,0.16,0.163,0.185,0.185,0.09,0.164,0.107,0.188,0.296,0.184,0.244,0.104,0.183,0.256,0.172,0.27,0.141,0.27,0.25,0.231,0.334,0.2,0.246,0.175,0.196,0.25,0.234,0.188,0.155,0.18,0.207,0.287,0.196,0.223,0.244,0.204,0.237,0.131,0.158,0.203,0.221,0.189,0.152,0.142,0.161,0.197,0.197,0.202,0.199,0.202,0.22,0.186,0.208,0.191,0.221,0.151,0.129,0.23,0.288,0.153,0.179,0.154,0.249,0.093,0.25,0.277,0.223,0.203,0.25,0.229,0.256,0.249,0.24,0.237,0.253,0.247,0.224,0.208,0.222,0.22,0.226,0.232,0.236,0.233,0.227,0.195,0.203,0.192,0.153,0.213,0.233,0.264,0.203,0.159,0.209,0.0
prize_metric,0.855,0.81,0.819,0.839,0.851,0.827,0.847,0.839,0.846,0.843,0.835,0.836,0.842,0.867,0.85,0.848,0.84,0.839,0.872,0.847,0.842,0.842,0.827,0.884,0.8,0.805,0.791,0.799,0.788,0.798,0.808,0.809,0.787,0.783,0.783,0.79,0.795,0.785,0.779,0.784,0.8,0.781,0.781,0.776,0.805,0.823,0.784,0.781,0.784,0.81,0.808,0.804,0.812,0.819,0.824,0.825,0.824,0.832,0.823,0.793,0.831,0.801,0.829,0.849,0.842,0.852,0.845,0.831,0.824,0.821,0.82,0.833,0.839,0.85,0.81,0.813,0.807,0.801,0.804,0.802,0.804,0.801,0.787,0.815,0.803,0.803,0.803,0.796,0.832,0.81,0.811,0.811,0.806,0.809,0.815,0.812,0.808,0.788,0.787,0.818,0.831,0.807,0.695,0.507,0.74,0.724,0.751,0.733,0.734,0.678,0.703,0.676,0.677,0.674,0.654,0.683,0.687,0.689,0.681,0.707,0.673,0.664,0.674,0.67,0.696,0.679,0.65,0.65,0.674,0.792,0.78,0.794,0.773,0.772,0.76,0.744,0.777,0.756,0.741,0.74,0.709,0.734,0.729,0.722,0.726,0.707,0.709,0.705,0.697,0.702,0.689,0.744,0.733,0.71,0.729,0.737,0.742,0.736,0.741,0.683,0.681,0.689,0.679,0.688,0.703,0.683,0.688,0.698,0.684,0.694,0.675,0.67,0.657,0.676,0.691,0.675,0.65,0.65,0.667,0.791,0.792,0.789,0.786,0.788,0.769,0.761,0.744,0.752,0.753,0.756,0.711,0.721,0.723,0.718,0.734,0.703,0.727,0.7,0.71,0.724,0.699,0.712,0.696,0.712,0.0
Reciprocal_rank,1.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,9.0,2.0,6.0,3.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,11.0,3.0,2.0,1.0,3.0,3.0,11.0,10.0,1.0,4.0,3.0,12.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,31.09375,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,410.0
Coverage,186.0,206.0,253.0,242.0,208.0,241.0,195.0,215.0,225.0,259.0,246.0,232.0,225.0,169.0,250.0,207.0,155.0,242.0,164.0,254.0,214.0,159.0,228.0,182.0,262.0,218.0,215.0,234.0,235.0,225.0,209.0,205.0,250.0,248.0,246.0,240.0,232.0,255.0,259.0,260.0,246.0,243.0,263.0,244.0,269.0,211.0,218.0,267.0,251.0,261.0,249.0,252.0,234.0,218.0,214.0,216.0,216.0,267.0,258.0,265.0,254.0,262.0,202.0,167.0,166.0,169.0,231.0,238.0,239.0,234.0,208.0,196.0,194.0,227.0,258.0,226.0,262.0,237.0,236.0,239.0,239.0,238.0,236.0,235.0,232.0,233.0,236.0,243.0,223.0,223.0,239.0,240.0,189.0,217.0,242.0,238.0,238.0,258.0,240.0,268.0,239.0,260.0,360.0,378.621,359.0,363.0,367.0,363.0,349.0,385.0,387.0,387.0,384.0,376.0,369.0,392.0,359.0,386.0,386.0,377.0,386.0,374.0,385.0,371.0,384.0,380.0,370.0,390.0,360.0,326.0,338.0,325.0,332.0,338.0,355.0,359.0,346.0,358.0,347.0,368.0,375.0,360.0,371.0,362.0,373.0,376.0,368.0,379.0,373.0,378.0,381.0,379.0,385.0,379.0,358.0,354.0,360.0,359.0,361.0,387.0,381.0,380.0,382.0,384.0,375.0,390.0,387.0,383.0,388.0,389.0,375.0,391.0,390.0,391.0,388.0,390.0,370.0,394.0,395.0,334.0,315.0,316.0,317.0,317.0,357.0,359.0,360.0,359.0,355.0,365.0,363.0,369.0,372.0,368.0,373.0,375.0,377.0,375.0,376.0,377.0,382.0,386.0,381.0,381.0,410.0
top_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
