,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10,random,scibert_mean,scibert_max_articles
Metric1,0.611,0.55,0.529,0.534,0.545,0.534,0.561,0.524,0.545,0.611,0.55,0.585,0.529,0.534,0.604,0.509,0.556,0.545,0.55,0.585,0.509,0.539,0.545,0.545,0.579,0.534,0.55,0.556,0.561,0.556,0.556,0.529,0.556,0.529,0.556,0.539,0.529,0.591,0.529,0.529,0.534,0.495,0.585,0.529,0.539,0.529,0.505,0.579,0.55,0.561,0.55,0.539,0.529,0.519,0.545,0.524,0.545,0.519,0.545,0.55,0.55,0.567,0.545,0.509,0.55,0.561,0.579,0.519,0.519,0.539,0.519,0.529,0.545,0.519,0.573,0.545,0.556,0.585,0.556,0.556,0.585,0.585,0.556,0.556,0.556,0.561,0.561,0.591,0.567,0.524,0.509,0.534,0.591,0.55,0.55,0.529,0.534,0.591,0.561,0.579,0.539,0.556,0.451,0.491,0.466,0.47,0.466,0.47,0.462,0.482,0.433,0.437,0.458,0.482,0.524,0.505,0.519,0.491,0.47,0.524,0.514,0.519,0.491,0.514,0.545,0.524,0.524,0.451,0.474,0.451,0.444,0.474,0.407,0.42,0.385,0.393,0.407,0.444,0.433,0.417,0.478,0.491,0.43,0.47,0.462,0.487,0.487,0.41,0.487,0.451,0.5,0.491,0.447,0.451,0.437,0.437,0.447,0.462,0.458,0.462,0.458,0.423,0.455,0.487,0.482,0.487,0.487,0.487,0.47,0.478,0.529,0.519,0.524,0.505,0.545,0.556,0.561,0.478,0.455,0.447,0.455,0.455,0.407,0.423,0.42,0.399,0.42,0.426,0.426,0.43,0.42,0.458,0.433,0.423,0.444,0.466,0.437,0.414,0.466,0.474,0.478,0.458,0.431,0.451,0.487
top_12,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.5,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.5,0.5,,0.6,0.6
Average_Precision,0.76,0.639,0.637,0.666,0.679,0.636,0.704,0.653,0.716,0.76,0.718,0.73,0.665,0.7,0.754,0.64,0.689,0.716,0.726,0.722,0.659,0.673,0.695,0.71,0.725,0.653,0.67,0.708,0.714,0.708,0.689,0.644,0.711,0.668,0.708,0.674,0.665,0.745,0.652,0.632,0.634,0.591,0.735,0.652,0.669,0.642,0.624,0.738,0.674,0.722,0.693,0.687,0.653,0.626,0.689,0.644,0.694,0.661,0.683,0.7,0.7,0.72,0.679,0.648,0.712,0.722,0.731,0.648,0.669,0.696,0.664,0.672,0.689,0.678,0.72,0.634,0.655,0.75,0.711,0.711,0.75,0.75,0.708,0.711,0.711,0.714,0.714,0.753,0.696,0.633,0.616,0.666,0.745,0.67,0.674,0.641,0.646,0.739,0.717,0.738,0.674,0.708,0.436,0.509,0.405,0.455,0.463,0.541,0.532,0.567,0.501,0.507,0.534,0.551,0.607,0.583,0.622,0.565,0.535,0.607,0.609,0.622,0.565,0.576,0.646,0.621,0.629,0.375,0.404,0.384,0.378,0.418,0.372,0.317,0.283,0.291,0.304,0.422,0.395,0.385,0.495,0.51,0.404,0.488,0.504,0.555,0.567,0.434,0.572,0.479,0.545,0.571,0.388,0.438,0.378,0.379,0.378,0.537,0.534,0.537,0.534,0.456,0.525,0.57,0.568,0.57,0.57,0.559,0.538,0.552,0.61,0.587,0.617,0.608,0.659,0.684,0.687,0.41,0.379,0.373,0.38,0.38,0.316,0.353,0.398,0.303,0.398,0.394,0.388,0.392,0.381,0.429,0.401,0.386,0.464,0.53,0.457,0.433,0.532,0.539,0.576,0.527,0.47,0.511,0.516
prize_metric,0.78,0.732,0.712,0.717,0.727,0.717,0.741,0.707,0.727,0.78,0.732,0.761,0.712,0.717,0.776,0.693,0.737,0.727,0.732,0.761,0.693,0.722,0.727,0.727,0.756,0.717,0.732,0.737,0.741,0.737,0.737,0.712,0.737,0.712,0.737,0.722,0.712,0.766,0.712,0.712,0.717,0.678,0.761,0.712,0.722,0.712,0.688,0.756,0.732,0.741,0.732,0.722,0.712,0.702,0.727,0.707,0.727,0.702,0.727,0.732,0.732,0.746,0.727,0.693,0.732,0.741,0.756,0.702,0.702,0.722,0.702,0.712,0.727,0.702,0.751,0.727,0.737,0.761,0.737,0.737,0.761,0.761,0.737,0.737,0.737,0.741,0.741,0.766,0.746,0.707,0.693,0.717,0.766,0.732,0.732,0.712,0.717,0.766,0.741,0.756,0.722,0.737,0.584,0.638,0.605,0.611,0.605,0.611,0.6,0.627,0.557,0.562,0.595,0.627,0.676,0.654,0.67,0.638,0.611,0.676,0.665,0.67,0.638,0.665,0.697,0.676,0.676,0.584,0.616,0.584,0.573,0.616,0.514,0.535,0.47,0.486,0.514,0.573,0.557,0.53,0.622,0.638,0.551,0.611,0.6,0.632,0.632,0.519,0.632,0.584,0.649,0.638,0.578,0.584,0.562,0.562,0.578,0.6,0.595,0.6,0.595,0.541,0.589,0.632,0.627,0.632,0.632,0.632,0.611,0.622,0.681,0.67,0.676,0.654,0.697,0.708,0.714,0.622,0.589,0.578,0.589,0.589,0.514,0.541,0.535,0.497,0.535,0.546,0.546,0.551,0.535,0.595,0.557,0.541,0.573,0.605,0.562,0.524,0.605,0.616,0.622,0.595,0.585,0.624,0.668
Reciprocal_rank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.39075,1.0,2.0
Coverage,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.6365,25.0,25.0
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
