,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_max_articles,random,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10
Metric1,0.188,0.163,0.21,0.199,0.199,0.201,0.194,0.22,0.189,0.215,0.203,0.176,0.212,0.186,0.219,0.222,0.203,0.202,0.172,0.222,0.216,0.199,0.183,0.177,0.195,0.184,0.203,0.21,0.19,0.197,0.217,0.202,0.175,0.174,0.181,0.185,0.193,0.159,0.226,0.188,0.196,0.193,0.195,0.212,0.194,0.179,0.188,0.202,0.2,0.184,0.17,0.167,0.216,0.214,0.218,0.217,0.216,0.204,0.218,0.232,0.225,0.222,0.185,0.192,0.209,0.203,0.201,0.191,0.172,0.196,0.186,0.211,0.2,0.189,0.182,0.19,0.194,0.211,0.205,0.214,0.215,0.212,0.211,0.206,0.198,0.183,0.184,0.2,0.207,0.197,0.216,0.198,0.208,0.2,0.189,0.196,0.184,0.236,0.184,0.2,0.205,0.193,0.071,0.036,0.049,0.048,0.049,0.053,0.048,0.052,0.06,0.052,0.058,0.06,0.053,0.056,0.055,0.053,0.055,0.053,0.055,0.057,0.055,0.055,0.055,0.062,0.064,0.062,0.061,0.062,0.061,0.061,0.062,0.06,0.054,0.054,0.058,0.063,0.052,0.055,0.052,0.052,0.052,0.05,0.052,0.05,0.048,0.048,0.048,0.053,0.052,0.046,0.045,0.05,0.048,0.048,0.049,0.049,0.049,0.047,0.051,0.044,0.052,0.047,0.052,0.055,0.052,0.051,0.052,0.051,0.053,0.054,0.054,0.051,0.054,0.058,0.061,0.058,0.059,0.065,0.065,0.065,0.064,0.064,0.054,0.054,0.053,0.054,0.053,0.056,0.055,0.053,0.056,0.056,0.052,0.052,0.049,0.051,0.051,0.054,0.05,0.047,0.047,0.049
top_16,0.385,0.538,0.462,0.462,0.462,0.462,0.462,0.385,0.385,0.462,0.385,0.385,0.462,0.462,0.538,0.462,0.462,0.462,0.462,0.462,0.385,0.462,0.385,0.462,0.462,0.385,0.462,0.462,0.462,0.462,0.462,0.538,0.462,0.385,0.462,0.385,0.462,0.385,0.462,0.538,0.462,0.462,0.385,0.308,0.462,0.385,0.385,0.462,0.462,0.462,0.385,0.385,0.462,0.462,0.462,0.462,0.462,0.385,0.462,0.462,0.385,0.385,0.462,0.462,0.462,0.462,0.538,0.462,0.462,0.462,0.462,0.462,0.538,0.462,0.385,0.385,0.385,0.462,0.462,0.462,0.462,0.462,0.385,0.385,0.385,0.385,0.462,0.385,0.462,0.538,0.462,0.462,0.308,0.385,0.385,0.385,0.462,0.538,0.385,0.462,0.385,0.385,0.154,,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.154,0.231,0.231,0.231,0.231,0.154,0.231,0.231,0.231,0.231,0.154,0.231,0.231,0.231,0.231,0.231,0.154,0.231,0.154,0.154,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.308,0.231,0.231,0.154,0.154,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.154,0.154,0.154,0.231,0.154,0.154,0.154,0.154,0.154,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.154,0.231,0.231
Average_Precision,0.341,0.385,0.356,0.305,0.36,0.354,0.292,0.306,0.367,0.381,0.419,0.293,0.314,0.32,0.39,0.369,0.407,0.329,0.303,0.377,0.363,0.302,0.383,0.297,0.386,0.322,0.356,0.355,0.308,0.302,0.335,0.374,0.357,0.354,0.295,0.371,0.4,0.332,0.312,0.329,0.317,0.362,0.4,0.259,0.293,0.34,0.304,0.396,0.328,0.293,0.339,0.34,0.292,0.321,0.33,0.325,0.332,0.292,0.304,0.328,0.312,0.3,0.304,0.285,0.354,0.281,0.312,0.312,0.26,0.303,0.271,0.283,0.389,0.359,0.283,0.391,0.304,0.305,0.316,0.319,0.307,0.318,0.29,0.304,0.306,0.291,0.286,0.272,0.294,0.275,0.276,0.261,0.342,0.264,0.262,0.283,0.257,0.405,0.353,0.312,0.356,0.357,0.099,0.046,0.123,0.227,0.212,0.178,0.227,0.109,0.116,0.104,0.117,0.134,0.098,0.112,0.11,0.115,0.111,0.092,0.132,0.12,0.097,0.115,0.094,0.111,0.116,0.104,0.122,0.194,0.165,0.231,0.179,0.203,0.121,0.155,0.164,0.15,0.156,0.118,0.123,0.114,0.116,0.112,0.12,0.122,0.113,0.113,0.107,0.098,0.097,0.088,0.076,0.081,0.15,0.158,0.146,0.158,0.154,0.093,0.101,0.09,0.118,0.087,0.102,0.101,0.097,0.104,0.096,0.097,0.095,0.104,0.116,0.091,0.112,0.091,0.101,0.09,0.104,0.182,0.182,0.182,0.181,0.181,0.161,0.223,0.227,0.158,0.16,0.155,0.111,0.108,0.11,0.11,0.108,0.112,0.114,0.098,0.098,0.102,0.091,0.092,0.106,0.095
prize_metric,0.923,0.908,0.932,0.927,0.927,0.928,0.925,0.936,0.923,0.934,0.929,0.916,0.933,0.922,0.935,0.937,0.929,0.929,0.914,0.937,0.934,0.927,0.92,0.916,0.926,0.92,0.929,0.932,0.923,0.927,0.935,0.928,0.916,0.915,0.919,0.921,0.924,0.905,0.938,0.922,0.926,0.924,0.926,0.933,0.925,0.918,0.922,0.929,0.928,0.92,0.912,0.91,0.934,0.934,0.935,0.935,0.934,0.929,0.935,0.94,0.937,0.936,0.921,0.924,0.932,0.929,0.928,0.924,0.914,0.926,0.921,0.932,0.928,0.923,0.919,0.923,0.925,0.932,0.93,0.933,0.934,0.932,0.932,0.93,0.927,0.92,0.92,0.928,0.931,0.927,0.934,0.927,0.931,0.928,0.923,0.926,0.92,0.941,0.92,0.928,0.93,0.924,0.771,0.516,0.657,0.651,0.653,0.68,0.65,0.68,0.722,0.68,0.713,0.722,0.684,0.704,0.697,0.685,0.696,0.684,0.698,0.708,0.696,0.698,0.693,0.729,0.739,0.732,0.728,0.732,0.725,0.728,0.729,0.721,0.69,0.687,0.713,0.734,0.677,0.695,0.678,0.679,0.676,0.664,0.679,0.664,0.648,0.65,0.649,0.686,0.676,0.636,0.619,0.661,0.652,0.652,0.659,0.657,0.658,0.64,0.672,0.617,0.676,0.639,0.676,0.694,0.674,0.673,0.677,0.667,0.682,0.687,0.687,0.669,0.692,0.713,0.727,0.714,0.716,0.745,0.744,0.743,0.738,0.74,0.691,0.691,0.686,0.688,0.682,0.699,0.694,0.684,0.699,0.701,0.675,0.676,0.655,0.669,0.671,0.692,0.663,0.645,0.643,0.659
Reciprocal_rank,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,4.0,3.0,2.0,6.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,7.0,28.81125,3.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,5.0,4.0,6.0,9.0,4.0,4.0,9.0,5.0,6.0,6.0,6.0,11.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,7.0,4.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,8.0,9.0,8.0,7.0,3.0,8.0,7.0,10.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0
Coverage,186.0,188.0,105.0,123.0,118.0,114.0,123.0,123.0,147.0,94.0,159.0,164.0,135.0,158.0,102.0,109.0,140.0,143.0,169.0,104.0,109.0,143.0,153.0,133.0,138.0,152.0,158.0,124.0,123.0,129.0,124.0,121.0,162.0,156.0,139.0,162.0,148.0,185.0,112.0,105.0,133.0,122.0,117.0,117.0,102.0,177.0,131.0,124.0,160.0,132.0,200.0,179.0,109.0,108.0,108.0,108.0,107.0,126.0,118.0,105.0,102.0,104.0,192.0,154.0,115.0,112.0,122.0,160.0,136.0,129.0,132.0,119.0,147.0,117.0,172.0,145.0,137.0,109.0,124.0,122.0,124.0,123.0,110.0,106.0,117.0,154.0,156.0,127.0,112.0,121.0,116.0,132.0,117.0,106.0,104.0,123.0,131.0,114.0,160.0,148.0,114.0,136.0,264.0,373.7325,271.0,278.0,281.0,276.0,277.0,320.0,300.0,302.0,294.0,297.0,335.0,319.0,314.0,317.0,283.0,317.0,321.0,306.0,300.0,298.0,324.0,332.0,320.0,326.0,327.0,266.0,256.0,263.0,262.0,264.0,274.0,274.0,256.0,247.0,298.0,250.0,258.0,248.0,260.0,264.0,265.0,270.0,273.0,275.0,277.0,273.0,259.0,298.0,307.0,296.0,274.0,275.0,274.0,279.0,278.0,320.0,303.0,300.0,297.0,291.0,331.0,327.0,299.0,314.0,313.0,324.0,312.0,300.0,293.0,322.0,325.0,334.0,320.0,324.0,319.0,249.0,259.0,258.0,264.0,264.0,285.0,271.0,277.0,272.0,270.0,243.0,258.0,258.0,240.0,248.0,258.0,277.0,284.0,274.0,273.0,277.0,291.0,297.0,299.0,292.0
top_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
