Name_roman,Cosine_score
Spyridon Lykothanasis,0.7247218006852311
 Thrasyvoulos Pappas,0.7245942161425567
Athanasios Skodras,0.724448008084446
Pavlos Moraitis,0.7242032457563433
Panagiotis Demestichas,0.7236096192725855
Vasileios Syris,0.7234139072583402
Dimitrios Sampson,0.7233326101517148
Nikolaos Karampetakis,0.7232296619338869
Ioannis Psarras,0.7231380847549456
Miltiadis  Anagnostou,0.7230533615804499
Georgios Kouroupetroglou ,0.722571175526751
Maria Spiliopoulou,0.7223107224746453
Christos Politis,0.7222305364307557
Stylianos Xynogalos,0.7222224467578193
Eirini Ntoutsi,0.7220518308268199
Ioannis Dimitriadis,0.7216953227109066
Konstantinos Mourlas,0.7214778861215395
Iraklis Varlamis,0.7214131537827274
Stefanos Kollias ,0.7202585203951832
Dimitrios Kougioumtzis,0.7199043815903534
Michail  Logothetis,0.7197924548893426
Dimitrios Fotakis,0.7185291136218334
Charalampos Skianis,0.7182563861103329
Ioannis Theodoridis,0.7180039413336565
Panagiotis Tsanakas,0.7178962142093592
Alexios Birmpas,0.7176390997491385
Konstantinos Tarampanis,0.7174339856548313
Panagiotis Rontogiannis,0.7173814793434715
Pavlos Peppas,0.7173639548620327
Panagiotis Tsakalidis,0.7164447655572364
Georgios Vasilakopoulos,0.7160300919491209
Vasileios Megalooikonomou,0.7158373577850333
Aristeidis Pagourtzis,0.7158123699666051
Konstantinos Stergiou,0.7158047513748117
Lampros Stergioulas,0.7155090088986752
Emmanouil Magkos,0.7150186819501869
Emmanouil Giakoumakis,0.7149760719272638
Antonios Argyros ,0.7147459357766202
Dimitrios Iakovidis,0.7144454356893248
Leonidas Georgiadis,0.7135081735400282
Michail Zervakis,0.7134676193624323
Dimitra  Simeonidou,0.7134450708872977
Konstantinos Pattichis,0.7132765516571759
Pavlos Efraimidis,0.7124055583544516
Leontios Chatzileontiadis,0.7117770649634096
Pavlos - Petros Sotiriadis,0.7116085731568412
Michail Sfakianakis,0.7114735491968641
Georgios Stamou,0.7112747790594514
Dimitrios Kalles,0.7111338030290218
Vasileios Komis,0.7107803205851063
Giorgos Tourlakis,0.7099634890341378
Damianos Gavalas,0.7099018439608806
Antonios Bikakis,0.7098068741861568
Theodoros Evgeniou,0.7097964173871706
