,max_articles,mean,agglomerative_2_PCA_2,agglomerative_2_PCA_3,agglomerative_2_PCA_5,agglomerative_2_PCA_7,agglomerative_2_PCA_10,agglomerative_3_PCA_2,agglomerative_3_PCA_3,agglomerative_3_PCA_5,agglomerative_3_PCA_7,agglomerative_3_PCA_10,agglomerative_4_PCA_2,agglomerative_4_PCA_3,agglomerative_4_PCA_5,agglomerative_4_PCA_7,agglomerative_4_PCA_10,agglomerative_5_PCA_2,agglomerative_5_PCA_3,agglomerative_5_PCA_5,agglomerative_5_PCA_7,agglomerative_5_PCA_10,agglomerative_7_PCA_2,agglomerative_7_PCA_3,agglomerative_7_PCA_5,agglomerative_7_PCA_7,agglomerative_7_PCA_10,agglomerative_2_isomap_2,agglomerative_2_isomap_3,agglomerative_2_isomap_5,agglomerative_2_isomap_7,agglomerative_2_isomap_10,agglomerative_3_isomap_2,agglomerative_3_isomap_3,agglomerative_3_isomap_5,agglomerative_3_isomap_7,agglomerative_3_isomap_10,agglomerative_4_isomap_2,agglomerative_4_isomap_3,agglomerative_4_isomap_5,agglomerative_4_isomap_7,agglomerative_4_isomap_10,agglomerative_5_isomap_2,agglomerative_5_isomap_3,agglomerative_5_isomap_5,agglomerative_5_isomap_7,agglomerative_5_isomap_10,agglomerative_7_isomap_2,agglomerative_7_isomap_3,agglomerative_7_isomap_5,agglomerative_7_isomap_7,agglomerative_7_isomap_10,kmeans_2_PCA_2,kmeans_2_PCA_3,kmeans_2_PCA_5,kmeans_2_PCA_7,kmeans_2_PCA_10,kmeans_3_PCA_2,kmeans_3_PCA_3,kmeans_3_PCA_5,kmeans_3_PCA_7,kmeans_3_PCA_10,kmeans_4_PCA_2,kmeans_4_PCA_3,kmeans_4_PCA_5,kmeans_4_PCA_7,kmeans_4_PCA_10,kmeans_5_PCA_2,kmeans_5_PCA_3,kmeans_5_PCA_5,kmeans_5_PCA_7,kmeans_5_PCA_10,kmeans_7_PCA_2,kmeans_7_PCA_3,kmeans_7_PCA_5,kmeans_7_PCA_7,kmeans_7_PCA_10,kmeans_2_isomap_2,kmeans_2_isomap_3,kmeans_2_isomap_5,kmeans_2_isomap_7,kmeans_2_isomap_10,kmeans_3_isomap_2,kmeans_3_isomap_3,kmeans_3_isomap_5,kmeans_3_isomap_7,kmeans_3_isomap_10,kmeans_4_isomap_2,kmeans_4_isomap_3,kmeans_4_isomap_5,kmeans_4_isomap_7,kmeans_4_isomap_10,kmeans_5_isomap_2,kmeans_5_isomap_3,kmeans_5_isomap_5,kmeans_5_isomap_7,kmeans_5_isomap_10,kmeans_7_isomap_2,kmeans_7_isomap_3,kmeans_7_isomap_5,kmeans_7_isomap_7,kmeans_7_isomap_10,scibert_max_articles,random,scibert_average_agglomerative_2_PCA_2,scibert_average_agglomerative_2_PCA_3,scibert_average_agglomerative_2_PCA_5,scibert_average_agglomerative_2_PCA_7,scibert_average_agglomerative_2_PCA_10,scibert_average_agglomerative_3_PCA_2,scibert_average_agglomerative_3_PCA_3,scibert_average_agglomerative_3_PCA_5,scibert_average_agglomerative_3_PCA_7,scibert_average_agglomerative_3_PCA_10,scibert_average_agglomerative_4_PCA_2,scibert_average_agglomerative_4_PCA_3,scibert_average_agglomerative_4_PCA_5,scibert_average_agglomerative_4_PCA_7,scibert_average_agglomerative_4_PCA_10,scibert_average_agglomerative_5_PCA_2,scibert_average_agglomerative_5_PCA_3,scibert_average_agglomerative_5_PCA_5,scibert_average_agglomerative_5_PCA_7,scibert_average_agglomerative_5_PCA_10,scibert_average_agglomerative_7_PCA_2,scibert_average_agglomerative_7_PCA_3,scibert_average_agglomerative_7_PCA_5,scibert_average_agglomerative_7_PCA_7,scibert_average_agglomerative_7_PCA_10,scibert_average_agglomerative_2_isomap_2,scibert_average_agglomerative_2_isomap_3,scibert_average_agglomerative_2_isomap_5,scibert_average_agglomerative_2_isomap_7,scibert_average_agglomerative_2_isomap_10,scibert_average_agglomerative_3_isomap_2,scibert_average_agglomerative_3_isomap_3,scibert_average_agglomerative_3_isomap_5,scibert_average_agglomerative_3_isomap_7,scibert_average_agglomerative_3_isomap_10,scibert_average_agglomerative_4_isomap_2,scibert_average_agglomerative_4_isomap_3,scibert_average_agglomerative_4_isomap_5,scibert_average_agglomerative_4_isomap_7,scibert_average_agglomerative_4_isomap_10,scibert_average_agglomerative_5_isomap_2,scibert_average_agglomerative_5_isomap_3,scibert_average_agglomerative_5_isomap_5,scibert_average_agglomerative_5_isomap_7,scibert_average_agglomerative_5_isomap_10,scibert_average_agglomerative_7_isomap_2,scibert_average_agglomerative_7_isomap_3,scibert_average_agglomerative_7_isomap_5,scibert_average_agglomerative_7_isomap_7,scibert_average_agglomerative_7_isomap_10,scibert_average_kmeans_2_PCA_2,scibert_average_kmeans_2_PCA_3,scibert_average_kmeans_2_PCA_5,scibert_average_kmeans_2_PCA_7,scibert_average_kmeans_2_PCA_10,scibert_average_kmeans_3_PCA_2,scibert_average_kmeans_3_PCA_3,scibert_average_kmeans_3_PCA_5,scibert_average_kmeans_3_PCA_7,scibert_average_kmeans_3_PCA_10,scibert_average_kmeans_4_PCA_2,scibert_average_kmeans_4_PCA_3,scibert_average_kmeans_4_PCA_5,scibert_average_kmeans_4_PCA_7,scibert_average_kmeans_4_PCA_10,scibert_average_kmeans_5_PCA_2,scibert_average_kmeans_5_PCA_3,scibert_average_kmeans_5_PCA_5,scibert_average_kmeans_5_PCA_7,scibert_average_kmeans_5_PCA_10,scibert_average_kmeans_7_PCA_2,scibert_average_kmeans_7_PCA_3,scibert_average_kmeans_7_PCA_5,scibert_average_kmeans_7_PCA_7,scibert_average_kmeans_7_PCA_10,scibert_average_kmeans_2_isomap_2,scibert_average_kmeans_2_isomap_3,scibert_average_kmeans_2_isomap_5,scibert_average_kmeans_2_isomap_7,scibert_average_kmeans_2_isomap_10,scibert_average_kmeans_3_isomap_2,scibert_average_kmeans_3_isomap_3,scibert_average_kmeans_3_isomap_5,scibert_average_kmeans_3_isomap_7,scibert_average_kmeans_3_isomap_10,scibert_average_kmeans_4_isomap_2,scibert_average_kmeans_4_isomap_3,scibert_average_kmeans_4_isomap_5,scibert_average_kmeans_4_isomap_7,scibert_average_kmeans_4_isomap_10,scibert_average_kmeans_5_isomap_2,scibert_average_kmeans_5_isomap_3,scibert_average_kmeans_5_isomap_5,scibert_average_kmeans_5_isomap_7,scibert_average_kmeans_5_isomap_10,scibert_average_kmeans_7_isomap_2,scibert_average_kmeans_7_isomap_3,scibert_average_kmeans_7_isomap_5,scibert_average_kmeans_7_isomap_7,scibert_average_kmeans_7_isomap_10
Metric1,0.149,0.139,0.173,0.163,0.15,0.147,0.162,0.155,0.135,0.132,0.126,0.151,0.145,0.145,0.133,0.119,0.132,0.143,0.13,0.136,0.118,0.143,0.132,0.126,0.132,0.139,0.142,0.164,0.17,0.173,0.16,0.19,0.152,0.139,0.148,0.135,0.158,0.136,0.15,0.141,0.14,0.149,0.147,0.153,0.145,0.168,0.16,0.157,0.164,0.158,0.175,0.153,0.167,0.165,0.169,0.166,0.157,0.145,0.14,0.135,0.132,0.159,0.143,0.141,0.131,0.124,0.123,0.15,0.134,0.151,0.148,0.128,0.115,0.121,0.139,0.137,0.148,0.17,0.169,0.173,0.17,0.162,0.148,0.145,0.145,0.145,0.148,0.135,0.142,0.149,0.14,0.141,0.151,0.154,0.156,0.158,0.155,0.157,0.176,0.149,0.177,0.16,0.05,0.043,0.05,0.049,0.049,0.049,0.05,0.043,0.042,0.04,0.041,0.044,0.041,0.039,0.041,0.039,0.04,0.042,0.041,0.042,0.042,0.042,0.042,0.041,0.041,0.043,0.042,0.076,0.075,0.077,0.074,0.075,0.057,0.057,0.057,0.059,0.058,0.05,0.048,0.047,0.048,0.049,0.048,0.048,0.048,0.046,0.046,0.045,0.045,0.051,0.051,0.043,0.05,0.05,0.05,0.051,0.051,0.042,0.043,0.044,0.043,0.044,0.04,0.04,0.041,0.042,0.04,0.043,0.044,0.043,0.044,0.045,0.043,0.041,0.042,0.042,0.043,0.075,0.077,0.077,0.078,0.078,0.056,0.058,0.058,0.057,0.057,0.05,0.047,0.048,0.048,0.048,0.049,0.05,0.049,0.045,0.046,0.048,0.046,0.049,0.048,0.048
top_19,0.438,0.438,0.5,0.438,0.438,0.438,0.375,0.5,0.438,0.375,0.438,0.438,0.5,0.5,0.438,0.5,0.438,0.438,0.438,0.438,0.5,0.5,0.438,0.438,0.438,0.438,0.5,0.375,0.375,0.438,0.438,0.438,0.438,0.375,0.438,0.438,0.375,0.375,0.438,0.5,0.5,0.5,0.375,0.438,0.438,0.562,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.438,0.438,0.438,0.438,0.5,0.5,0.438,0.562,0.438,0.5,0.438,0.438,0.438,0.438,0.375,0.5,0.375,0.375,0.375,0.375,0.438,0.375,0.375,0.438,0.375,0.5,0.438,0.438,0.5,0.438,0.5,0.438,0.5,0.438,0.562,0.5,0.438,0.438,0.562,0.5,0.5,0.438,0.5,0.438,0.5,0.438,0.438,0.5,0.062,,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.062,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.188,0.188,0.125,0.125,0.125,0.188,0.188,0.188,0.188,0.188,0.062,0.062,0.062,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.062,0.125,0.0,0.062,0.125,0.062,0.125,0.062,0.125,0.188,0.188,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.062,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.062,0.062,0.062,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.062,0.062,0.188,0.125,0.125
Average_Precision,0.266,0.317,0.36,0.351,0.363,0.334,0.332,0.354,0.313,0.35,0.339,0.405,0.375,0.396,0.361,0.339,0.378,0.409,0.376,0.342,0.31,0.385,0.311,0.327,0.304,0.288,0.327,0.347,0.363,0.375,0.364,0.387,0.396,0.329,0.332,0.366,0.366,0.321,0.402,0.398,0.426,0.371,0.351,0.356,0.327,0.4,0.415,0.36,0.323,0.343,0.395,0.356,0.331,0.368,0.359,0.357,0.364,0.349,0.346,0.342,0.32,0.357,0.364,0.399,0.368,0.328,0.34,0.344,0.392,0.407,0.332,0.325,0.228,0.347,0.356,0.276,0.262,0.357,0.323,0.376,0.338,0.354,0.379,0.353,0.378,0.364,0.393,0.36,0.411,0.406,0.369,0.378,0.36,0.339,0.344,0.338,0.376,0.325,0.368,0.364,0.361,0.359,0.072,0.053,0.046,0.045,0.045,0.045,0.046,0.089,0.092,0.051,0.081,0.094,0.098,0.096,0.102,0.096,0.107,0.138,0.175,0.103,0.099,0.11,0.134,0.149,0.176,0.119,0.17,0.071,0.069,0.071,0.07,0.07,0.052,0.053,0.053,0.054,0.054,0.047,0.064,0.044,0.046,0.054,0.044,0.064,0.084,0.074,0.055,0.051,0.061,0.127,0.197,0.078,0.046,0.046,0.046,0.047,0.046,0.092,0.093,0.093,0.093,0.1,0.081,0.107,0.108,0.108,0.053,0.127,0.158,0.154,0.156,0.166,0.127,0.161,0.186,0.155,0.178,0.07,0.072,0.072,0.072,0.073,0.052,0.054,0.053,0.053,0.053,0.046,0.044,0.044,0.044,0.044,0.045,0.049,0.045,0.042,0.043,0.075,0.058,0.092,0.107,0.089
prize_metric,0.877,0.866,0.896,0.889,0.877,0.874,0.888,0.882,0.861,0.858,0.85,0.878,0.873,0.872,0.859,0.841,0.858,0.87,0.856,0.863,0.84,0.87,0.858,0.85,0.858,0.866,0.869,0.889,0.894,0.896,0.886,0.907,0.88,0.866,0.875,0.861,0.883,0.862,0.878,0.869,0.867,0.875,0.874,0.88,0.872,0.892,0.886,0.883,0.89,0.885,0.897,0.88,0.892,0.89,0.893,0.891,0.883,0.873,0.868,0.861,0.858,0.885,0.87,0.868,0.857,0.847,0.847,0.877,0.86,0.879,0.875,0.853,0.835,0.843,0.866,0.864,0.876,0.894,0.893,0.896,0.894,0.887,0.875,0.872,0.872,0.872,0.875,0.862,0.87,0.877,0.867,0.867,0.878,0.881,0.882,0.884,0.881,0.884,0.898,0.876,0.899,0.885,0.593,0.518,0.589,0.578,0.577,0.581,0.587,0.525,0.509,0.478,0.497,0.527,0.491,0.473,0.491,0.465,0.481,0.505,0.499,0.51,0.506,0.505,0.512,0.49,0.499,0.524,0.512,0.737,0.732,0.74,0.729,0.732,0.64,0.64,0.646,0.652,0.65,0.593,0.57,0.565,0.569,0.582,0.57,0.576,0.576,0.555,0.556,0.544,0.543,0.6,0.596,0.523,0.592,0.588,0.593,0.596,0.596,0.51,0.519,0.526,0.521,0.53,0.479,0.478,0.497,0.506,0.477,0.521,0.527,0.516,0.536,0.544,0.517,0.491,0.51,0.508,0.525,0.734,0.742,0.741,0.743,0.742,0.635,0.649,0.647,0.645,0.643,0.589,0.566,0.57,0.571,0.572,0.579,0.588,0.583,0.546,0.557,0.57,0.557,0.583,0.571,0.57
Reciprocal_rank,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,23.348,36.0,36.0,36.0,35.0,35.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,15.0,17.0,16.0,16.0,16.0,24.0,24.0,27.0,29.0,27.0,30.0,3.0,36.0,19.0,15.0,30.0,3.0,4.0,2.0,13.0,6.0,4.0,2.0,1.0,2.0,36.0,38.0,37.0,37.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,15.0,15.0,15.0,15.0,14.0,22.0,24.0,24.0,25.0,24.0,32.0,36.0,36.0,36.0,37.0,29.0,20.0,40.0,43.0,42.0,2.0,5.0,5.0,2.0,2.0
Coverage,255.0,193.0,132.0,152.0,220.0,221.0,128.0,175.0,214.0,230.0,237.0,220.0,187.0,180.0,245.0,244.0,232.0,241.0,235.0,224.0,251.0,188.0,285.0,283.0,236.0,268.0,243.0,131.0,133.0,165.0,138.0,127.0,203.0,185.0,197.0,200.0,199.0,213.0,196.0,220.0,212.0,209.0,222.0,195.0,238.0,218.0,219.0,206.0,187.0,259.0,260.0,255.0,124.0,150.0,135.0,133.0,198.0,233.0,224.0,232.0,227.0,193.0,218.0,202.0,210.0,213.0,266.0,186.0,207.0,258.0,190.0,219.0,293.0,289.0,238.0,237.0,235.0,115.0,117.0,114.0,115.0,118.0,203.0,204.0,205.0,205.0,205.0,212.0,214.0,193.0,212.0,212.0,224.0,201.0,198.0,203.0,223.0,200.0,184.0,203.0,194.0,202.0,329.0,378.92,230.0,245.0,263.0,234.0,228.0,296.0,303.0,317.0,302.0,302.0,319.0,336.0,333.0,328.0,328.0,326.0,348.0,345.0,337.0,338.0,342.0,358.0,360.0,334.0,352.0,162.0,172.0,163.0,247.0,164.0,235.0,232.0,213.0,211.0,235.0,268.0,275.0,284.0,292.0,278.0,269.0,270.0,304.0,304.0,295.0,291.0,300.0,294.0,317.0,312.0,233.0,239.0,247.0,249.0,246.0,297.0,291.0,294.0,296.0,296.0,314.0,340.0,328.0,319.0,318.0,327.0,352.0,346.0,327.0,331.0,341.0,351.0,358.0,350.0,346.0,184.0,182.0,195.0,169.0,177.0,233.0,227.0,231.0,230.0,232.0,270.0,279.0,292.0,270.0,272.0,261.0,263.0,267.0,268.0,260.0,294.0,300.0,293.0,313.0,301.0
top_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
